scaleID,scaleCategory,scaleText,scaleTextMin,scaleTextMax,comprehensionCheck,comprehensionCheckRequestedResponse,priorTrialIdx,priorSliderStart,priorResponse,priorRT,timeElapsed,subjectID,prolificID,studyID,sessionID,DEBUG
22,personality,I see myself as someone who does a thorough job,Strongly disagree,Strongly agree,0,,22,50,82,2993,110541,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
63,personality,"I see myself as someone who is sophisticated in art, music, or literature",Strongly disagree,Strongly agree,0,,23,50,35,2981,113523,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
36,personality,I see myself as someone who has a forgiving nature,Strongly disagree,Strongly agree,0,,24,50,79,3735,117258,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
16,face processing,I see myself as someone who is confident,Strongly disagree,Strongly agree,0,,25,50,78,2415,119674,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
8,face processing,I see myself as someone who is unhappy,Strongly disagree,Strongly agree,0,,26,50,27,2782,122458,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
42,personality,I see myself as someone who tends to be lazy,Strongly disagree,Strongly agree,0,,27,50,25,2161,124620,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
13,face processing,I see myself as someone who is aggressive,Strongly disagree,Strongly agree,0,,28,50,21,3239,127860,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
,ATTENTION CHECK,Please drag the slider all the way to the end labeled HAMBURGER,HOTDOG,HAMBURGER,1,100,29,50,100,7141,135002,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
49,personality,"I see myself as someone who values artistic, aesthetic experiences",Strongly disagree,Strongly agree,0,,30,50,43,2703,137706,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
52,personality,I see myself as someone who does things efficiently,Strongly disagree,Strongly agree,0,,31,50,72,1975,139682,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
6,face processing,I see myself as someone who is dominant,Strongly disagree,Strongly agree,0,,32,50,49,2337,142020,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
56,personality,I see myself as someone who is sometimes rude to others,Strongly disagree,Strongly agree,0,,33,50,36,2161,144182,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
18,face processing,I see myself as someone who is egotistic,Strongly disagree,Strongly agree,0,,34,50,24,2851,147034,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
27,personality,I see myself as someone who can be somewhat careless,Strongly disagree,Strongly agree,0,,35,50,35,6321,153356,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
14,face processing,I see myself as someone who is weird,Strongly disagree,Strongly agree,0,,36,50,38,2889,156246,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
20,personality,I see myself as someone who is talkative,Strongly disagree,Strongly agree,0,,37,50,73,3379,159626,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
28,personality,"I see myself as someone who is relaxed, handles stress well",Strongly disagree,Strongly agree,0,,38,50,66,2803,162430,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
1,demographic,I consider myself as:,Not at all feminine,Totally feminine,0,,39,50,55,4183,166614,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
40,personality,I see myself as someone who tends to be quiet,Strongly disagree,Strongly agree,0,,40,50,30,1941,168556,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
,ATTENTION CHECK,Please drag the slider all the way to the end labeled STRAWBERRY,STRAWBERRY,PINEAPPLE,1,0,41,50,0,5676,174234,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
48,personality,I see myself as someone who can be moody,Strongly disagree,Strongly agree,0,,42,50,30,2893,177127,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
58,personality,I see myself as someone who gets nervous easily,Strongly disagree,Strongly agree,0,,43,50,33,3795,180924,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
54,personality,I see myself as someone who prefers work that is routine,Strongly disagree,Strongly agree,0,,44,50,75,2997,183922,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
31,personality,I see myself as someone who starts quarrels with others,Strongly disagree,Strongly agree,0,,45,50,44,4037,187960,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
35,personality,I see myself as someone who generates a lot of enthusiasm,Strongly disagree,Strongly agree,0,,46,50,62,3635,191596,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
37,personality,I see myself as someone who tends to be disorganized,Strongly disagree,Strongly agree,0,,47,50,33,2023,193620,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
19,face processing,I see myself as someone who is responsible,Strongly disagree,Strongly agree,0,,48,50,68,1419,195040,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
4,demographic,How important would you say religion is in your own life?,Not very important,Very important,0,,49,50,61,15473,210513,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
59,personality,"I see myself as someone who likes to reflect, play with ideas",Strongly disagree,Strongly agree,0,,50,50,65,2903,213417,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
23,personality,"I see myself as someone who is depressed, blue",Strongly disagree,Strongly agree,0,,51,50,28,2105,215523,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
50,personality,"I see myself as someone who is sometimes shy, inhibited",Strongly disagree,Strongly agree,0,,52,50,27,5493,221017,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
21,personality,I see myself as someone who tends to find fault with others,Strongly disagree,Strongly agree,0,,53,50,20,2579,223597,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
5,face processing,I see myself as someone who is trustworthy,Strongly disagree,Strongly agree,0,,54,50,70,1741,225339,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
30,personality,I see myself as someone who is full of energy,Strongly disagree,Strongly agree,0,,55,50,65,1079,226419,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
55,personality,"I see myself as someone who is outgoing, sociable",Strongly disagree,Strongly agree,0,,56,50,68,1731,228151,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
11,face processing,I see myself as someone who is mean,Strongly disagree,Strongly agree,0,,57,50,23,2203,230355,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
45,personality,I see myself as someone who has an assertive personality,Strongly disagree,Strongly agree,0,,58,50,51,2951,233307,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
60,personality,I see myself as someone who has few artistic interests,Strongly disagree,Strongly agree,0,,59,50,30,2387,235695,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
62,personality,I see myself as someone who is easily distracted,Strongly disagree,Strongly agree,0,,60,50,33,2753,238449,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
25,personality,I see myself as someone who is reserved,Strongly disagree,Strongly agree,0,,61,50,29,3937,242387,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
51,personality,I see myself as someone who is considerate and kind to almost everyone,Strongly disagree,Strongly agree,0,,62,50,76,3047,245435,sxf8,fde2,6914ebe81814f5c4d4daa911,69178c190d1b934f947b3a6e,0
29,personality,I see myself as someone who is curious about many different things,Strongly disagree,Strongly agree,0,,1,50,44,8713,28140,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
58,personality,I see myself as someone who gets nervous easily,Strongly disagree,Strongly agree,0,,2,50,63,2387,30531,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
53,personality,I see myself as someone who remains calm in tense situations,Strongly disagree,Strongly agree,0,,3,50,73,3531,34065,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
39,personality,I see myself as someone who has an active imagination,Strongly disagree,Strongly agree,0,,4,50,47,2004,36071,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
20,personality,I see myself as someone who is talkative,Strongly disagree,Strongly agree,0,,5,50,61,4700,40774,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
2,demographic,I consider myself as:,Not at all masculine,Totally masculine,0,,6,50,33,2692,43469,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
45,personality,I see myself as someone who has an assertive personality,Strongly disagree,Strongly agree,0,,7,50,46,1995,45468,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
23,personality,"I see myself as someone who is depressed, blue",Strongly disagree,Strongly agree,0,,8,50,71,2764,48235,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
18,face processing,I see myself as someone who is egotistic,Strongly disagree,Strongly agree,0,,9,50,18,3932,52169,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
55,personality,"I see myself as someone who is outgoing, sociable",Strongly disagree,Strongly agree,0,,10,50,67,5298,57470,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
51,personality,I see myself as someone who is considerate and kind to almost everyone,Strongly disagree,Strongly agree,0,,11,50,63,4316,61789,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
41,personality,I see myself as someone who is generally trusting,Strongly disagree,Strongly agree,0,,12,50,41,3643,65435,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
22,personality,I see myself as someone who does a thorough job,Strongly disagree,Strongly agree,0,,13,50,48,2429,67867,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
26,personality,I see myself as someone who is helpful and unselfish with others,Strongly disagree,Strongly agree,0,,14,50,63,5962,73831,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
12,face processing,I see myself as someone who is boring,Strongly disagree,Strongly agree,0,,15,50,20,4756,78590,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
56,personality,I see myself as someone who is sometimes rude to others,Strongly disagree,Strongly agree,0,,16,50,0,4091,82684,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
21,personality,I see myself as someone who tends to find fault with others,Strongly disagree,Strongly agree,0,,17,50,18,4611,87298,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
50,personality,"I see myself as someone who is sometimes shy, inhibited",Strongly disagree,Strongly agree,0,,18,50,61,2212,89513,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
15,face processing,I see myself as someone who is intelligent,Strongly disagree,Strongly agree,0,,19,50,75,2491,92007,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
40,personality,I see myself as someone who tends to be quiet,Strongly disagree,Strongly agree,0,,20,50,59,2286,94295,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
17,face processing,I see myself as someone who is caring,Strongly disagree,Strongly agree,0,,21,50,39,2587,96884,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
5,face processing,I see myself as someone who is trustworthy,Strongly disagree,Strongly agree,0,,22,50,51,1572,98459,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
60,personality,I see myself as someone who has few artistic interests,Strongly disagree,Strongly agree,0,,23,50,23,1959,100420,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
52,personality,I see myself as someone who does things efficiently,Strongly disagree,Strongly agree,0,,24,50,58,2261,102684,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
14,face processing,I see myself as someone who is weird,Strongly disagree,Strongly agree,0,,25,50,68,2044,104730,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
4,demographic,How important would you say religion is in your own life?,Not very important,Very important,0,,26,50,74,3173,107905,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
16,face processing,I see myself as someone who is confident,Strongly disagree,Strongly agree,0,,27,50,62,3196,111103,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
,ATTENTION CHECK,Please drag the slider all the way to the end labeled STRAWBERRY,STRAWBERRY,PINEAPPLE,1,0,28,50,0,4457,115565,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
3,demographic,How would you describe your political views?,Very conservative,Very liberal,0,,29,50,44,4467,120035,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
59,personality,"I see myself as someone who likes to reflect, play with ideas",Strongly disagree,Strongly agree,0,,30,50,69,3596,123634,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
42,personality,I see myself as someone who tends to be lazy,Strongly disagree,Strongly agree,0,,31,50,22,3835,127473,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
1,demographic,I consider myself as:,Not at all feminine,Totally feminine,0,,32,50,59,2699,130174,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
8,face processing,I see myself as someone who is unhappy,Strongly disagree,Strongly agree,0,,33,50,41,3829,134005,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
31,personality,I see myself as someone who starts quarrels with others,Strongly disagree,Strongly agree,0,,34,50,53,1948,135956,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
27,personality,I see myself as someone who can be somewhat careless,Strongly disagree,Strongly agree,0,,35,50,6,4724,140682,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
49,personality,"I see myself as someone who values artistic, aesthetic experiences",Strongly disagree,Strongly agree,0,,36,50,66,3092,143777,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
61,personality,I see myself as someone who likes to cooperate with others,Strongly disagree,Strongly agree,0,,37,50,51,2140,145920,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
62,personality,I see myself as someone who is easily distracted,Strongly disagree,Strongly agree,0,,38,50,21,3339,149262,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
33,personality,I see myself as someone who can be tense,Strongly disagree,Strongly agree,0,,39,50,19,2348,151613,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
13,face processing,I see myself as someone who is aggressive,Strongly disagree,Strongly agree,0,,40,50,5,3987,155603,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
24,personality,"I see myself as someone who is original, comes up with new ideas",Strongly disagree,Strongly agree,0,,41,50,58,3163,158769,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
44,personality,I see myself as someone who is inventive,Strongly disagree,Strongly agree,0,,42,50,18,3131,161904,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
54,personality,I see myself as someone who prefers work that is routine,Strongly disagree,Strongly agree,0,,43,50,50,3573,165479,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
35,personality,I see myself as someone who generates a lot of enthusiasm,Strongly disagree,Strongly agree,0,,44,50,66,2196,167678,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
19,face processing,I see myself as someone who is responsible,Strongly disagree,Strongly agree,0,,45,50,83,6186,173866,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
30,personality,I see myself as someone who is full of energy,Strongly disagree,Strongly agree,0,,46,50,17,3157,177026,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
38,personality,I see myself as someone who worries a lot,Strongly disagree,Strongly agree,0,,47,50,46,2340,179369,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
63,personality,"I see myself as someone who is sophisticated in art, music, or literature",Strongly disagree,Strongly agree,0,,48,50,63,2084,181456,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
48,personality,I see myself as someone who can be moody,Strongly disagree,Strongly agree,0,,49,50,17,3572,185030,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
25,personality,I see myself as someone who is reserved,Strongly disagree,Strongly agree,0,,50,50,21,3916,188948,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
11,face processing,I see myself as someone who is mean,Strongly disagree,Strongly agree,0,,51,50,8,6419,195369,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
37,personality,I see myself as someone who tends to be disorganized,Strongly disagree,Strongly agree,0,,52,50,0,6619,201991,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
47,personality,I see myself as someone who perseveres until the task is finished,Strongly disagree,Strongly agree,0,,53,50,87,3588,205581,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
57,personality,I see myself as someone who makes plans and follows through with them,Strongly disagree,Strongly agree,0,,54,50,61,3355,208939,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
6,face processing,I see myself as someone who is dominant,Strongly disagree,Strongly agree,0,,55,50,50,25555,234496,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
46,personality,I see myself as someone who can be cold and aloof,Strongly disagree,Strongly agree,0,,56,50,40,8234,242732,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
,ATTENTION CHECK,Please drag the slider all the way to the end labeled HAMBURGER,HOTDOG,HAMBURGER,1,100,57,50,100,2925,245660,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
43,personality,"I see myself as someone who is emotionally stable, not easily upset",Strongly disagree,Strongly agree,0,,58,50,67,10520,256182,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
28,personality,"I see myself as someone who is relaxed, handles stress well",Strongly disagree,Strongly agree,0,,59,50,65,2149,258334,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
34,personality,"I see myself as someone who is ingenious, a deep thinker",Strongly disagree,Strongly agree,0,,60,50,78,1916,260253,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
36,personality,I see myself as someone who has a forgiving nature,Strongly disagree,Strongly agree,0,,61,50,39,2141,262396,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
32,personality,I see myself as someone who is a reliable worker,Strongly disagree,Strongly agree,0,,62,50,67,7683,270081,2kx7,74fe,6914ebe81814f5c4d4daa911,69177154e3035a29d3ea442b,0
61,personality,I see myself as someone who likes to cooperate with others,Strongly disagree,Strongly agree,0,,1,50,68,11660,40744,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
52,personality,I see myself as someone who does things efficiently,Strongly disagree,Strongly agree,0,,2,50,88,5086,45831,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
17,face processing,I see myself as someone who is caring,Strongly disagree,Strongly agree,0,,3,50,100,4158,49990,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
28,personality,"I see myself as someone who is relaxed, handles stress well",Strongly disagree,Strongly agree,0,,4,50,54,4710,54702,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
1,demographic,I consider myself as:,Not at all feminine,Totally feminine,0,,5,50,52,5430,60135,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
23,personality,"I see myself as someone who is depressed, blue",Strongly disagree,Strongly agree,0,,6,50,39,6062,66199,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
42,personality,I see myself as someone who tends to be lazy,Strongly disagree,Strongly agree,0,,7,50,85,4430,70631,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
53,personality,I see myself as someone who remains calm in tense situations,Strongly disagree,Strongly agree,0,,8,50,41,5879,76511,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
30,personality,I see myself as someone who is full of energy,Strongly disagree,Strongly agree,0,,9,50,63,3367,79879,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
34,personality,"I see myself as someone who is ingenious, a deep thinker",Strongly disagree,Strongly agree,0,,10,50,53,6159,86040,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
2,demographic,I consider myself as:,Not at all masculine,Totally masculine,0,,11,50,64,6094,92135,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
37,personality,I see myself as someone who tends to be disorganized,Strongly disagree,Strongly agree,0,,12,50,75,9847,101983,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
35,personality,I see myself as someone who generates a lot of enthusiasm,Strongly disagree,Strongly agree,0,,13,50,56,10687,112671,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
25,personality,I see myself as someone who is reserved,Strongly disagree,Strongly agree,0,,14,50,39,3255,115927,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
29,personality,I see myself as someone who is curious about many different things,Strongly disagree,Strongly agree,0,,15,50,58,4246,120175,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
20,personality,I see myself as someone who is talkative,Strongly disagree,Strongly agree,0,,16,50,24,3527,123704,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
27,personality,I see myself as someone who can be somewhat careless,Strongly disagree,Strongly agree,0,,17,50,27,4166,127872,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
18,face processing,I see myself as someone who is egotistic,Strongly disagree,Strongly agree,0,,18,50,13,5430,133303,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
5,face processing,I see myself as someone who is trustworthy,Strongly disagree,Strongly agree,0,,19,50,100,8079,141384,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
56,personality,I see myself as someone who is sometimes rude to others,Strongly disagree,Strongly agree,0,,20,50,0,6798,148183,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
46,personality,I see myself as someone who can be cold and aloof,Strongly disagree,Strongly agree,0,,21,50,80,6135,154319,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
43,personality,"I see myself as someone who is emotionally stable, not easily upset",Strongly disagree,Strongly agree,0,,22,50,41,6720,161040,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
49,personality,"I see myself as someone who values artistic, aesthetic experiences",Strongly disagree,Strongly agree,0,,23,50,53,4703,165744,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
40,personality,I see myself as someone who tends to be quiet,Strongly disagree,Strongly agree,0,,24,50,13,6975,172720,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
,ATTENTION CHECK,Please drag the slider all the way to the end labeled HAMBURGER,HOTDOG,HAMBURGER,1,100,25,50,100,5774,178496,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
55,personality,"I see myself as someone who is outgoing, sociable",Strongly disagree,Strongly agree,0,,26,50,68,13014,191512,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
51,personality,I see myself as someone who is considerate and kind to almost everyone,Strongly disagree,Strongly agree,0,,27,50,49,69766,261280,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
32,personality,I see myself as someone who is a reliable worker,Strongly disagree,Strongly agree,0,,28,50,100,6928,268209,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
58,personality,I see myself as someone who gets nervous easily,Strongly disagree,Strongly agree,0,,29,50,40,4247,272457,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
33,personality,I see myself as someone who can be tense,Strongly disagree,Strongly agree,0,,30,50,54,10703,283161,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
22,personality,I see myself as someone who does a thorough job,Strongly disagree,Strongly agree,0,,31,50,100,4847,288009,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
8,face processing,I see myself as someone who is unhappy,Strongly disagree,Strongly agree,0,,32,50,0,6815,294825,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
47,personality,I see myself as someone who perseveres until the task is finished,Strongly disagree,Strongly agree,0,,33,50,66,4894,299720,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
38,personality,I see myself as someone who worries a lot,Strongly disagree,Strongly agree,0,,34,50,18,11487,311209,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
6,face processing,I see myself as someone who is dominant,Strongly disagree,Strongly agree,0,,35,50,82,5646,316857,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
,ATTENTION CHECK,Please drag the slider all the way to the end labeled STRAWBERRY,STRAWBERRY,PINEAPPLE,1,0,36,50,0,11895,328753,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
39,personality,I see myself as someone who has an active imagination,Strongly disagree,Strongly agree,0,,37,50,76,9367,338122,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
21,personality,I see myself as someone who tends to find fault with others,Strongly disagree,Strongly agree,0,,38,50,92,6654,344777,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
12,face processing,I see myself as someone who is boring,Strongly disagree,Strongly agree,0,,39,50,0,5375,350153,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
11,face processing,I see myself as someone who is mean,Strongly disagree,Strongly agree,0,,40,50,0,4863,355018,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
16,face processing,I see myself as someone who is confident,Strongly disagree,Strongly agree,0,,41,50,100,6181,361201,9syk,a7d9,6914ebe81814f5c4d4daa911,69177c96b3d11a6f6d732c94,0
